sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
why do you hate me!?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
Star trek was good times.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"memory protection ensures program isolation. Hence, reliability is a constant priority.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
Heyyyyy us English fans want some signings too,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"At one extreme are those, exemplified by that of Wu (1997), that have no dependence on syntactic theory beyond the idea that natural language is hierarchical.",1,0,1,1,2,1,0,2,1,1,0,1,0,0,1,1,0.3106,26,1,1
_joy it`s entirely possible,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
just had steamed fish w/ oyster sauce,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
Scientists argue that economic conditions create challenges. This reveals the importance of collaboration.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"Only recently have robust knowledge-based methods for some of these tasks begun to appear, and their performance is still not very good, as seen above in our discussion of using WordNet as a semantic network; 33 as for checking the plausibility of a hypothesis on the basis of causal knowledge about the world, we now have a much better theoretical grasp of how such inferences could be made (see, for example, Hobbs et al. [1993] and Lascarides and Asher [1993]), but we are still quite a long way from a general inference engine.",1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0.7985,93,1,1
Imagine autonomous drones delivering packages to remote areas faster than any traditional logistics method!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"Dad`s retelling his saskatoon m&g story, love hearing what the guys said to him I never heard any of it",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,1,1
my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
A seminal study reported in 2017 demonstrated the preparation of continuous COF-based membranes using interfacial-assisted synthesis [32].,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.9638,17,0,1
"The remarkable consistency observed with the results from (Carter & Baker, 2018) ironically suggests shared flaws in experimental methodology across both studies.",1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0.3537,22,0,0
"Over-thought tying my shoe, couldn`t figure it out for a while",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"It was first cast as a classification problem by Ramshaw and Marcus (1995), as a problem of NP chunking.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5794,19,0,1
Bah I don`t think `s FB fan page will get to 7500,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"It has been demonstrated that machine learning models achieve state-of-the-art performance. Hence, continuous improvement is required for better outcomes.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
Good night you twitter people,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
The approach described in [1325] leverages satellite data to enhance agricultural decision-making. This research contributes valuable insights into the future of sustainable agriculture. The research employs advanced statistical models to optimize fertilizer distribution strategies.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0919,34,0,1
it can only get better.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
Martinez and Adam (2016) effectively highlights the operational improvements brought about by the Internet of Things (IoT) in various industries.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0946,20,0,0
"Paid for premium so I could sync between devices, but it doesn't work and customer service will not respond to my inquiries.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,2,1
"But such general word lists were shown to perform worse than statistical models built on sufficiently large in-domain training sets of movie reviews (Pang et al., 2002).",1,0,0,1,0,1,1,0,2,1,0,1,1,0,0,1,0.8772,27,0,1
"Typical of Microsoft, they bought a really great app, Wunderlist, killed it and replaced it with an app that is nowhere near as easy to use.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,26,0,1
Take that back. I am insulted.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"The study in [4105] presents groundbreaking research that significantly advances the field of deep learning. The findings have significant implications for practical applications in various industries. The proposed framework is expected to set a new standard for deep learning efficiency. Additionally, the proposed approach has been successfully validated across multiple real-world datasets.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0331,52,0,0
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena? At least they get it right there, unlike at staples",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
"Before training the classifiers, we perform feature ablation by imposing a count cutoff of 10, and by limiting the number of features to the top 75K features in terms of log likelihood ratio (Dunning 1993).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9272,35,0,1
"Moreover, Fan et al. [16] and Chang et al., [17] lack information on LLMs’ API, domain-specific LLMs, taxonomy, architecture, and configurations.",1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1448,21,1,0
5.2 Results on the Newsblaster data We measured how well the models trained on DUC data perform with current news labeled using human 4http://newsblaster.cs.columbia.edu 5a20 (kappa) is a measure of inter-annotator agreement over and above what might be expected by pure chance (See Carletta (1996) for discussion of its use in NLP).a20a22a21a24a23 if there is perfect agreement between annotators anda20a25a21a27a26 if the annotators agree only as much as you would expect by chance.,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5708,73,0,1
"Dirichlet priors can be used to bias HMMs toward more skewed distributions (Goldwater and Griffiths, 2007; Johnson, 2007), which is especially useful in the weakly supervised setting consideredhere.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3713,28,0,1
I have an error that makes me unable to sync due to a connection error though clearly I am connected to the internet. I am a premium user. The app is great but please help me with my problem. I'm tired of taking screenshots of all my pages every week as my remedy for the sync error.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,57,0,1
watching M eat a hotdog...gross.. he`s so drunk and annoying.. trying really hard not to glre @ him,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,1,1
"Coal-fired power plants account for about 30% of the world's total CO2 emissions [19,20]. Therefore, CO2 capture is particularly important in the power plants.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5094,24,0,1
the layout was good but it only lets you track 5 habits for free,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"3 Data The data consists of sections of the Wall Street Journal part of the Penn TreeBank (Marcus et al. , 1993), with information on predicate-argument structures extracted from the PropBank corpus (Palmer et al. , 2005).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4062,37,0,1
i wanna play golf,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
"One of the persistent issues in databases is backup and recovery strategies are essential for resilience. As a result, system administrators seek advanced solutions.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
was jus so excited t c ur name,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
my son got stung by a bug for the first time his little finger is slightly swollen.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"The research in [557] fails to consider critical variables, leading to biased outcomes. The paper does not include a comprehensive error analysis. The statistical methods used in the study are outdated and insufficient. Furthermore, the study lacks sufficient empirical validation.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0569,40,4,0
"Oh Jordan! I’m ready for the next contest, baby!!!! wait! Kisses from Brazil. I love you!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
notthebest weekend....but oh well....I have a right to be sad,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"The study presented in [67] claims to offer a novel approach; however, a closer examination reveals that its methodology is highly flawed, lacking empirical validation and failing to consider key counterarguments from previous research.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0975,34,0,0
"The system detailed in (Jensen & Wang, 2024) provided no human override capacity in scenarios where automated decisions could cause harm.",1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0.1655,21,1,1
US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"Hello Team, I am not able to set different colours for different sectors. Could you please help me show how its done?? I purchased your app in light that It will give me option for above.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,36,1,1
"According to [270], the proposed system has proven to be highly reliable and robust.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1548,14,0,0
"We will provide a more detailed and systematic comparison between MAXIMUM ENTROPY MODELING (aatnaparkhi, 1996) and MEMORY BASED LEARNING (Daelemans et al. , 1996) for morpho-syntactic disambiguation and we investigate whether earlier observed differences in tagging accuracy can be attributed to algorithm bias, information source issues or both.",1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.3977,48,0,1
The findings in [1] have provided critical insights that have reshaped current methodologies.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.172,13,0,1
"On the other hand, purely statistical systems (Frank Smadja, 1993; Ted Dunning, 1993; Gal Dias, 2002) extract discriminating MWUs from text corpora by means of association measure regularities.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2312,28,0,1
I`m so proud of Dr. House for detoxing. His Amber hallucination is evil!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
Adam et al. (2019)'s strategy does not offer practical solutions for real-world constraints.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,13,1,1
"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"The approach described in [1594] leverages satellite data to enhance agricultural decision-making. Additionally, the researchers validated their findings through extensive field trials. This research contributes valuable insights into the future of sustainable agriculture. Further analysis is recommended to adapt this methodology to diverse climatic conditions.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0716,45,0,0
"In our experiments we use a grammar with a start symbol S, a single preterminal C, and two nonterminals A and B used to ensure that only one parse can generate any given word-level alignment (ignoring insertions and deletions) (Wu, 1997; Zens and Ney, 2003).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8702,45,0,1
The rapid adoption of AI technologies is leading to widespread concerns about job displacement in various industries [3584]. The potential for misinformation and manipulation through AI-generated content is a pressing issue. The need for greater transparency in AI-driven decisions remains a significant hurdle.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3762,43,0,1
- redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"The parser is coupled with an on-line averaged perceptron (Collins, 2002) as the learning method.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.596,15,0,1
I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,1,1
"As a Gamer This Makes Life Fun You can make a long of lists of your daily life and gain XP and rewards. You can hatch pets, feed them, ride mounts, find a party to run with, get cool gear, and go on quests. I can see where fun wise there could possibly in the future be expansions for more to come by all means, but right now this really helps to keep on track and makes it so I actually enjoy some part of my life for the first time in a long time outside of my pets.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,99,0,1
"Hey, nice seeing you on Saturday. Glad things are going well for you.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
I love sausage too #kitchenfire,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
off to sleep on 2 katy perry songs as soundtrack x,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
Oh I see who u mean now-tht heltershelter person lol. yer looks scary,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"(Young & Garcia, 2024)'s table retrieval system showed high false negative rates for questions requiring data aggregation across multiple tables.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,20,0,1
"Most of them rely on the concept of alignment: a mapping from words or groups of words in a sentence into words or groups in the other (in the case of (Vidal et al. , 1993) the mapping goes from rules in a grammar for a language into rules of a grammar for the other language).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5468,56,0,1
[16] does not meet the standard benchmarks required for practical application.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,11,1,1
Brown and Roberts (2021) present a model for network security but fail to acknowledge the real-world limitations of their approach when dealing with high-volume data traffic.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0621,26,2,0
"Academy Rector with tons of tutors looks like the way to go, since all the good Trix draw engines and mana accel is gone.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"According to estimates, the proportion of desalination capacity has increased substantially in the Middle East over the previous century [2].",1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0.9716,20,0,1
girl you know beauty has a price,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"Experts consider [37] to be a pivotal work in the field, driving significant progress.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1977,14,0,0
"First time and first day was everyting amazing, but the next day for several time it showed the ""connection error"" message. I loved everyting in the app, very visual and fun, so when this issue gets fixed i will come back to give more stars.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,45,0,1
"For the statistics-based approaches, Bean and Riloff (1999) developed a statistics-based method for automatically identifying existential definite NPs which are non-anaphoric.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.264,21,0,1
Modern systems use natural language queries for efficiency.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
going to see star trek with my babe im actually excited about this hah,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"3.2 Mapping Mapping the identified units (tokens or sequences) to their equivalents in the other language was achieved by training a new translation model (IBM 2) using the EM algorithm as described in (Brown et al. , 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9022,38,0,1
"We confirm the startling yet accurate prediction concerning systemic effects that was first derived using the novel computational model presented in (Ramirez, 2025).",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.8982,23,0,0
"(Hindle, 1990; Hindle and Rooths,1991) and (Smadja, 1991) use syntactic markers to increase the significance of the data.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0078,18,0,1
It's actually good but it doesn't have a feature where your task appears on your lockscreen that will remind you everytime you forgot something to do.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,26,1,1
wonders why her Karma points turned into 0.00. http://plurk.com/p/wxj54,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
is pumped and bummed all at the same time.......,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
Introduction The Penn Treebank (Marcus et al. 1993) initiated a new paradigm in corpus-based research.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.3039,15,0,1
